chr,start,end,Dm,segregation_site,theta_pi,theta_s,geneid
10,1,1472,-0.147481927244098,1024,0.290798487420426,0.302661343573277,largedata/Dm/region_CHG/chg_input/10_100000001_chg.out
10,1,1043,0.164704936196594,972,0.416357398913688,0.398894881164722,largedata/Dm/region_CHG/chg_input/10_10000001_chg.out
10,1,2464,-0.155031307220637,1889,0.321583198303823,0.33539184167933,largedata/Dm/region_CHG/chg_input/10_1000001_chg.out
10,1,1241,2.47144386381154,1159,0.689911891756684,0.416443819733912,largedata/Dm/region_CHG/chg_input/10_100001_chg.out
10,1,1164,-0.377784549807913,803,0.272160219959375,0.302549059399069,largedata/Dm/region_CHG/chg_input/10_100100001_chg.out
10,1,928,-0.0751686631709081,646,0.297052923556726,0.303113774572377,largedata/Dm/region_CHG/chg_input/10_100200001_chg.out
10,1,698,0.628517890240116,670,0.502277553726016,0.430340523375388,largedata/Dm/region_CHG/chg_input/10_100300001_chg.out
10,1,1059,-0.04044835159844,892,0.363003207676396,0.366948684396821,largedata/Dm/region_CHG/chg_input/10_100400001_chg.out
10,1,599,-0.0395508685965894,534,0.380410085236107,0.384457088256633,largedata/Dm/region_CHG/chg_input/10_100500001_chg.out
10,1,663,-0.276363594539691,400,0.251730630925829,0.271734837502345,largedata/Dm/region_CHG/chg_input/10_100600001_chg.out
10,1,1003,0.166295365238476,804,0.356884363139829,0.341772602922069,largedata/Dm/region_CHG/chg_input/10_100700001_chg.out
10,1,1114,-0.234690128764385,872,0.321718653257173,0.343125575217319,largedata/Dm/region_CHG/chg_input/10_100800001_chg.out
10,1,1660,-0.302436856246213,1319,0.317687670904986,0.345443425667139,largedata/Dm/region_CHG/chg_input/10_100900001_chg.out
10,1,1195,0.0360927553382244,818,0.301676551055436,0.29880923007093,largedata/Dm/region_CHG/chg_input/10_101000001_chg.out
10,1,1391,-0.0659803384362198,978,0.301568920217126,0.306951713653927,largedata/Dm/region_CHG/chg_input/10_10100001_chg.out
10,1,684,-0.445816283075494,431,0.243039144006485,0.275784143703898,largedata/Dm/region_CHG/chg_input/10_101100001_chg.out
10,1,586,0.774713127854766,560,0.512961275610564,0.425290251831974,largedata/Dm/region_CHG/chg_input/10_101200001_chg.out
10,1,855,0.547603645185574,783,0.448093047100069,0.391139837569761,largedata/Dm/region_CHG/chg_input/10_101300001_chg.out
10,1,647,0.281585539481491,560,0.398769698139319,0.3709708700442,largedata/Dm/region_CHG/chg_input/10_101400001_chg.out
10,1,436,0.15637499626001,381,0.394278453555938,0.378506355967982,largedata/Dm/region_CHG/chg_input/10_101500001_chg.out
10,1,727,0.375704916830552,535,0.344896615036442,0.31354303169128,largedata/Dm/region_CHG/chg_input/10_101600001_chg.out
10,1,935,-0.113786835769241,594,0.269533687568716,0.277948335703313,largedata/Dm/region_CHG/chg_input/10_101700001_chg.out
10,1,1319,0.0739463224564002,915,0.306731328232325,0.300818458933494,largedata/Dm/region_CHG/chg_input/10_101800001_chg.out
10,1,585,0.583304657659648,551,0.483764791451098,0.41876439838882,largedata/Dm/region_CHG/chg_input/10_101900001_chg.out
10,1,577,0.428548550054465,533,0.439043396273095,0.394091920668195,largedata/Dm/region_CHG/chg_input/10_102000001_chg.out
10,1,1109,-0.174889722276999,809,0.302466029292494,0.317216115641971,largedata/Dm/region_CHG/chg_input/10_10200001_chg.out
10,1,859,0.146689321575843,798,0.412612966303624,0.397123856144567,largedata/Dm/region_CHG/chg_input/10_102100001_chg.out
10,1,983,-0.00399510663202767,611,0.271428840554642,0.271717638809548,largedata/Dm/region_CHG/chg_input/10_102200001_chg.out
10,1,783,0.606124794438751,670,0.422015073313765,0.363421336172576,largedata/Dm/region_CHG/chg_input/10_102300001_chg.out
10,1,1031,-0.192356839655477,805,0.324680885513671,0.34218079751098,largedata/Dm/region_CHG/chg_input/10_102400001_chg.out
10,1,1090,-0.354517152126525,991,0.356427827860824,0.393505073743536,largedata/Dm/region_CHG/chg_input/10_102500001_chg.out
10,1,1671,-0.0965696275901343,1563,0.392842241314222,0.403184291846419,largedata/Dm/region_CHG/chg_input/10_102600001_chg.out
10,1,839,-0.219883197196019,742,0.360424074047813,0.382807673017882,largedata/Dm/region_CHG/chg_input/10_102700001_chg.out
10,1,2208,-0.497742059938198,1796,0.312446512061964,0.360040154405671,largedata/Dm/region_CHG/chg_input/10_102800001_chg.out
10,1,1337,-0.0633014278076409,1195,0.378501399464226,0.384976546368002,largedata/Dm/region_CHG/chg_input/10_102900001_chg.out
10,1,1114,-0.585592197179646,977,0.324552813473777,0.384376502381188,largedata/Dm/region_CHG/chg_input/10_103000001_chg.out
10,1,758,0.146010774861915,546,0.322322158329014,0.310265667822343,largedata/Dm/region_CHG/chg_input/10_10300001_chg.out
10,1,2240,-0.531238060857655,1971,0.332004100554733,0.386534663190216,largedata/Dm/region_CHG/chg_input/10_103100001_chg.out
10,1,2060,-0.420961868637527,1639,0.308938054764003,0.347828554822315,largedata/Dm/region_CHG/chg_input/10_103200001_chg.out
10,1,2087,-0.583768206907778,1822,0.323868857548717,0.383292950190108,largedata/Dm/region_CHG/chg_input/10_103300001_chg.out
10,1,1598,-0.160428072323621,1210,0.314179220044944,0.328167585788109,largedata/Dm/region_CHG/chg_input/10_103400001_chg.out
10,1,1823,-0.450479832167933,1650,0.346099864988463,0.393138703852514,largedata/Dm/region_CHG/chg_input/10_103500001_chg.out
10,1,1006,0.567026993742158,819,0.4017393057937,0.349108434930816,largedata/Dm/region_CHG/chg_input/10_103600001_chg.out
10,1,2261,-0.439808067224982,1921,0.329284610087663,0.372830424290108,largedata/Dm/region_CHG/chg_input/10_103700001_chg.out
10,1,2517,-0.608318067711312,2256,0.330914872199419,0.394664215149941,largedata/Dm/region_CHG/chg_input/10_103800001_chg.out
10,1,2046,-0.283814529140245,1710,0.337230230131212,0.36472285816969,largedata/Dm/region_CHG/chg_input/10_103900001_chg.out
10,1,2405,-0.353947655829374,2201,0.361840409276371,0.399376522303658,largedata/Dm/region_CHG/chg_input/10_104000001_chg.out
10,1,469,-0.208275776979371,432,0.375832705841557,0.39790541947633,largedata/Dm/region_CHG/chg_input/10_10400001_chg.out
10,1,1911,-0.528645878592517,1423,0.280857482032824,0.326742217783463,largedata/Dm/region_CHG/chg_input/10_104100001_chg.out
10,1,3100,-0.521990256414829,2317,0.283346212580509,0.328937897914271,largedata/Dm/region_CHG/chg_input/10_104200001_chg.out
10,1,2115,-0.297722995875741,1962,0.369655663579066,0.401391495503392,largedata/Dm/region_CHG/chg_input/10_104300001_chg.out
10,1,1534,-0.249994248270617,1307,0.348383240312076,0.373167512027449,largedata/Dm/region_CHG/chg_input/10_104400001_chg.out
10,1,2363,-0.286494409804342,2144,0.364414440601697,0.394420804559825,largedata/Dm/region_CHG/chg_input/10_104500001_chg.out
10,1,2859,-0.665002860873132,2458,0.312081936080357,0.379002079039872,largedata/Dm/region_CHG/chg_input/10_104600001_chg.out
10,1,3164,-0.721091571605837,2837,0.317784125210591,0.393027654846266,largedata/Dm/region_CHG/chg_input/10_104700001_chg.out
10,1,3412,-0.762460807844127,2497,0.262106057175319,0.328635580268427,largedata/Dm/region_CHG/chg_input/10_104800001_chg.out
10,1,2270,-0.336478706040402,2032,0.357266811392878,0.392322047279761,largedata/Dm/region_CHG/chg_input/10_104900001_chg.out
10,1,1988,-0.50543837620607,1427,0.273544510999263,0.315968018596022,largedata/Dm/region_CHG/chg_input/10_105000001_chg.out
10,1,946,-0.239122983749658,640,0.281332417017958,0.300442505575753,largedata/Dm/region_CHG/chg_input/10_10500001_chg.out
10,1,1137,0.0256343268175401,906,0.345956174069385,0.343614735123654,largedata/Dm/region_CHG/chg_input/10_105100001_chg.out
10,1,1983,-0.567400991439708,1030,0.19926723677112,0.234648408783505,largedata/Dm/region_CHG/chg_input/10_105200001_chg.out
10,1,783,0.0481123624172124,665,0.373324817538448,0.368607612855112,largedata/Dm/region_CHG/chg_input/10_105300001_chg.out
10,1,1017,-0.515347746470218,932,0.346985349642239,0.402059125583978,largedata/Dm/region_CHG/chg_input/10_105400001_chg.out
10,1,1123,0.0182308828646297,904,0.348254515053777,0.346574949427549,largedata/Dm/region_CHG/chg_input/10_105500001_chg.out
10,1,788,-0.185788891446112,674,0.353872494692476,0.372268469491759,largedata/Dm/region_CHG/chg_input/10_105600001_chg.out
10,1,933,0.290550699231602,677,0.334104562829948,0.310136349733222,largedata/Dm/region_CHG/chg_input/10_105700001_chg.out
10,1,955,0.136329837376885,837,0.390707256167432,0.37704145153329,largedata/Dm/region_CHG/chg_input/10_105800001_chg.out
10,1,1404,-0.202246033220684,1064,0.313037620984734,0.330817732653728,largedata/Dm/region_CHG/chg_input/10_105900001_chg.out
10,1,2293,-0.956381444109854,1535,0.227201616636615,0.304570311552479,largedata/Dm/region_CHG/chg_input/10_106000001_chg.out
10,1,765,-0.160853605440913,469,0.254508934103383,0.265896933408977,largedata/Dm/region_CHG/chg_input/10_10600001_chg.out
10,1,2768,-0.958156248227165,2302,0.275544940912772,0.369569366229301,largedata/Dm/region_CHG/chg_input/10_106100001_chg.out
10,1,934,0.28960759232223,806,0.399090015870278,0.370556603152271,largedata/Dm/region_CHG/chg_input/10_106200001_chg.out
10,1,675,0.314903782966718,488,0.334011222524589,0.308174087180144,largedata/Dm/region_CHG/chg_input/10_106300001_chg.out
10,1,1076,0.372454589373797,504,0.224185602745984,0.203963756438169,largedata/Dm/region_CHG/chg_input/10_106400001_chg.out
10,1,480,-0.00899373948836532,460,0.429785163692433,0.430816764998665,largedata/Dm/region_CHG/chg_input/10_106500001_chg.out
10,1,287,1.13615300624426,258,0.491262855725755,0.376902640985172,largedata/Dm/region_CHG/chg_input/10_106600001_chg.out
10,1,746,0.919632434816876,525,0.371991371667839,0.298839520721144,largedata/Dm/region_CHG/chg_input/10_106700001_chg.out
10,1,594,-0.134326091228286,451,0.314217292649354,0.32587436495342,largedata/Dm/region_CHG/chg_input/10_106800001_chg.out
10,1,1221,-0.491616236529633,800,0.254734502224227,0.293035188127532,largedata/Dm/region_CHG/chg_input/10_106900001_chg.out
10,1,461,0.480886633902762,434,0.474144826029447,0.420318082661586,largedata/Dm/region_CHG/chg_input/10_107000001_chg.out
10,1,777,0.175853034791433,575,0.338297491454937,0.323175503086462,largedata/Dm/region_CHG/chg_input/10_10700001_chg.out
10,1,1026,0.620536318056892,856,0.412885339559762,0.354416082516747,largedata/Dm/region_CHG/chg_input/10_107100001_chg.out
10,1,1428,-0.0154312265493146,1156,0.347178056850537,0.348607474134487,largedata/Dm/region_CHG/chg_input/10_107200001_chg.out
10,1,1938,-0.345128382572598,1763,0.359051410344962,0.395283874529014,largedata/Dm/region_CHG/chg_input/10_107300001_chg.out
10,1,1696,-0.322737096946419,1418,0.33260274997562,0.363792084920082,largedata/Dm/region_CHG/chg_input/10_107400001_chg.out
10,1,1112,-0.806726985738481,971,0.302942865995362,0.385625034379692,largedata/Dm/region_CHG/chg_input/10_107500001_chg.out
10,1,1034,-0.373613893692921,789,0.303724345255708,0.337222618900067,largedata/Dm/region_CHG/chg_input/10_107600001_chg.out
10,1,858,0.0650786097264577,716,0.364833406664189,0.358626443538327,largedata/Dm/region_CHG/chg_input/10_107700001_chg.out
10,1,827,0.422312712560946,697,0.396385625892391,0.356357761887931,largedata/Dm/region_CHG/chg_input/10_107800001_chg.out
10,1,537,0.157983728288065,453,0.377438570758709,0.362200404234981,largedata/Dm/region_CHG/chg_input/10_107900001_chg.out
10,1,889,-0.104464108146204,739,0.349164264730172,0.359141153500301,largedata/Dm/region_CHG/chg_input/10_108000001_chg.out
10,1,843,-0.36619820559761,558,0.26141774966184,0.289642735428841,largedata/Dm/region_CHG/chg_input/10_10800001_chg.out
10,1,1088,0.532761491449553,834,0.371548019346856,0.325449602638543,largedata/Dm/region_CHG/chg_input/10_108100001_chg.out
10,1,788,0.350628519986486,622,0.369307037943711,0.337796578130072,largedata/Dm/region_CHG/chg_input/10_108200001_chg.out
10,1,853,0.417157277503055,629,0.351375021488193,0.316275409297594,largedata/Dm/region_CHG/chg_input/10_108300001_chg.out
10,1,1404,0.00757750091764886,880,0.271245262106314,0.270699975187684,largedata/Dm/region_CHG/chg_input/10_108400001_chg.out
10,1,327,0.349433472490315,307,0.459451259838206,0.420283969685046,largedata/Dm/region_CHG/chg_input/10_108500001_chg.out
10,1,684,-0.286680739462544,617,0.361236180645794,0.391061885644029,largedata/Dm/region_CHG/chg_input/10_108600001_chg.out
10,1,512,-0.198626477863786,433,0.348574283970839,0.368043939455868,largedata/Dm/region_CHG/chg_input/10_108700001_chg.out
10,1,946,0.18436853143897,859,0.407349942853553,0.388316759252994,largedata/Dm/region_CHG/chg_input/10_108800001_chg.out
10,1,901,0.397125916542403,833,0.436477500331678,0.39479398897473,largedata/Dm/region_CHG/chg_input/10_108900001_chg.out
10,1,654,0.50275803747857,619,0.482387571593229,0.425483358881136,largedata/Dm/region_CHG/chg_input/10_109000001_chg.out
10,1,467,0.648455815709702,442,0.492964393796329,0.420374834462766,largedata/Dm/region_CHG/chg_input/10_10900001_chg.out
10,1,979,-0.17623532963553,654,0.277042249649558,0.29066827907109,largedata/Dm/region_CHG/chg_input/10_109100001_chg.out
10,1,695,0.243536202839531,612,0.403727233704099,0.379160341756137,largedata/Dm/region_CHG/chg_input/10_109200001_chg.out
10,1,930,0.120393945626172,661,0.317756101405208,0.307896013152652,largedata/Dm/region_CHG/chg_input/10_109300001_chg.out
10,1,1398,-0.129775513113502,1098,0.329229062536261,0.340988355555805,largedata/Dm/region_CHG/chg_input/10_109400001_chg.out
10,1,1570,-0.332488597966534,1250,0.318540953498136,0.349406436331035,largedata/Dm/region_CHG/chg_input/10_109500001_chg.out
10,1,694,0.0800247072196341,652,0.430356800453073,0.421387557106977,largedata/Dm/region_CHG/chg_input/10_109600001_chg.out
10,1,1251,0.302244450859471,569,0.215527376203464,0.199484043012918,largedata/Dm/region_CHG/chg_input/10_109700001_chg.out
10,1,1207,0.190888330212086,817,0.305256574224211,0.290512353292863,largedata/Dm/region_CHG/chg_input/10_109800001_chg.out
10,1,1748,-0.501595282212126,1531,0.334997188556373,0.386490868596234,largedata/Dm/region_CHG/chg_input/10_109900001_chg.out
10,1,1211,-0.114173621905403,1098,0.380868843433781,0.392785983942571,largedata/Dm/region_CHG/chg_input/10_110000001_chg.out
10,1,782,1.19758000946728,692,0.487454872116378,0.369692370765701,largedata/Dm/region_CHG/chg_input/10_11000001_chg.out
10,1,1433,-0.90107770913689,623,0.147223494461599,0.193638701916399,largedata/Dm/region_CHG/chg_input/10_1100001_chg.out
10,1,539,0.374074632855343,508,0.465327428758548,0.423192834933918,largedata/Dm/region_CHG/chg_input/10_110100001_chg.out
10,1,903,-0.196597899224132,621,0.284546936870744,0.300250343926629,largedata/Dm/region_CHG/chg_input/10_110200001_chg.out
10,1,937,0.224751053482249,780,0.37505213040663,0.353902035153671,largedata/Dm/region_CHG/chg_input/10_110300001_chg.out
10,1,724,-0.146702104876511,650,0.374000240774179,0.389187685117444,largedata/Dm/region_CHG/chg_input/10_110400001_chg.out
10,1,643,0.10880651009089,502,0.347778024088401,0.337988428365267,largedata/Dm/region_CHG/chg_input/10_110500001_chg.out
10,1,1254,-0.139578844890986,831,0.278148237755289,0.288867590776336,largedata/Dm/region_CHG/chg_input/10_110600001_chg.out
10,1,1522,-0.134664910107464,1392,0.382043503883771,0.396217877865333,largedata/Dm/region_CHG/chg_input/10_110700001_chg.out
10,1,2474,-0.428502196286129,1882,0.295025207626565,0.332909541025047,largedata/Dm/region_CHG/chg_input/10_110800001_chg.out
10,1,960,0.782196943293693,653,0.352268629354353,0.291595861733695,largedata/Dm/region_CHG/chg_input/10_110900001_chg.out
10,1,1822,-0.373688130193474,1633,0.350376093332105,0.388984492596193,largedata/Dm/region_CHG/chg_input/10_111000001_chg.out
10,1,588,0.425280710036168,494,0.400127623811769,0.359432659578607,largedata/Dm/region_CHG/chg_input/10_11100001_chg.out
10,1,1711,-0.60111106368969,1364,0.295213827252751,0.351314458753477,largedata/Dm/region_CHG/chg_input/10_111100001_chg.out
10,1,1796,-0.386984841750904,1161,0.255496164646701,0.28477857831055,largedata/Dm/region_CHG/chg_input/10_111200001_chg.out
10,1,820,-0.199011759702844,712,0.356422765853489,0.376341249955145,largedata/Dm/region_CHG/chg_input/10_111300001_chg.out
10,1,1212,-0.347259393690195,663,0.218581076768123,0.240824785036345,largedata/Dm/region_CHG/chg_input/10_111400001_chg.out
10,1,987,0.171282089883412,916,0.413442356668247,0.395437894133535,largedata/Dm/region_CHG/chg_input/10_111500001_chg.out
10,1,628,0.291130953487541,549,0.40295508302414,0.373979001799345,largedata/Dm/region_CHG/chg_input/10_111600001_chg.out
10,1,822,-0.131927294853977,602,0.30726653814081,0.318443893913677,largedata/Dm/region_CHG/chg_input/10_111700001_chg.out
10,1,676,0.0289534873476913,604,0.386545195648176,0.383590240620949,largedata/Dm/region_CHG/chg_input/10_111800001_chg.out
10,1,548,-0.0315067351420025,516,0.399577548956165,0.402957015334912,largedata/Dm/region_CHG/chg_input/10_111900001_chg.out
10,1,1019,-0.419214594806762,712,0.272241948998123,0.30640145075659,largedata/Dm/region_CHG/chg_input/10_112000001_chg.out
10,1,379,0.229078466483368,346,0.415921214941521,0.391982402400684,largedata/Dm/region_CHG/chg_input/10_11200001_chg.out
10,1,603,0.686095111077939,554,0.459933617271554,0.388918770808221,largedata/Dm/region_CHG/chg_input/10_112100001_chg.out
10,1,571,-0.0933141269310665,468,0.34319707574743,0.351941667503737,largedata/Dm/region_CHG/chg_input/10_112200001_chg.out
10,1,1196,0.181321068827374,887,0.333751373930774,0.318403932336939,largedata/Dm/region_CHG/chg_input/10_112300001_chg.out
10,1,1734,-0.247660738318451,1506,0.350645617500504,0.375337699627084,largedata/Dm/region_CHG/chg_input/10_112400001_chg.out
10,1,1914,-0.204439281811869,1296,0.279488461370307,0.295540493347645,largedata/Dm/region_CHG/chg_input/10_112500001_chg.out
10,1,794,0.685706313897327,744,0.493887319851059,0.417722656002303,largedata/Dm/region_CHG/chg_input/10_112600001_chg.out
10,1,516,0.425143893671441,494,0.480492893976486,0.431645901901618,largedata/Dm/region_CHG/chg_input/10_112700001_chg.out
10,1,597,0.559340917977795,564,0.465844248997453,0.405488247151318,largedata/Dm/region_CHG/chg_input/10_112800001_chg.out
10,1,872,0.423311344657372,821,0.470058743100055,0.422510596421101,largedata/Dm/region_CHG/chg_input/10_112900001_chg.out
10,1,509,-0.286802261167929,446,0.353038074606333,0.382231134959069,largedata/Dm/region_CHG/chg_input/10_113000001_chg.out
10,1,578,0.194900485346416,466,0.363259348904524,0.345337283676341,largedata/Dm/region_CHG/chg_input/10_11300001_chg.out
10,1,933,-0.052229388143696,679,0.313108037657338,0.317518876463407,largedata/Dm/region_CHG/chg_input/10_113100001_chg.out
10,1,658,-0.304088519345676,578,0.353646752778661,0.384779905731532,largedata/Dm/region_CHG/chg_input/10_113200001_chg.out
10,1,789,-0.14871443917385,533,0.279415748591065,0.290931099714262,largedata/Dm/region_CHG/chg_input/10_113300001_chg.out
10,1,576,0.0155532417954401,520,0.386862495700931,0.385267488908113,largedata/Dm/region_CHG/chg_input/10_113400001_chg.out
10,1,622,-0.0393932862962587,523,0.360299101758162,0.364116916154179,largedata/Dm/region_CHG/chg_input/10_113500001_chg.out
10,1,387,0.254542980150643,365,0.451432443664145,0.422756588142928,largedata/Dm/region_CHG/chg_input/10_113600001_chg.out
10,1,743,-0.202062390169198,572,0.318415848913254,0.336508725995762,largedata/Dm/region_CHG/chg_input/10_113700001_chg.out
10,1,788,0.0842904091148631,520,0.292318045103323,0.285903636272927,largedata/Dm/region_CHG/chg_input/10_113800001_chg.out
10,1,514,0.286623638057423,434,0.390684885137494,0.362975502521883,largedata/Dm/region_CHG/chg_input/10_113900001_chg.out
10,1,487,0.576799109620694,388,0.390846057466447,0.338776143026342,largedata/Dm/region_CHG/chg_input/10_114000001_chg.out
10,1,737,0.160598047134746,685,0.416771457782093,0.399698254751377,largedata/Dm/region_CHG/chg_input/10_11400001_chg.out
10,1,1189,-0.571256950294521,751,0.235038375400772,0.277136021502768,largedata/Dm/region_CHG/chg_input/10_114100001_chg.out
